unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Urban Park Rangers,General Public,2020-07-15T11:15:00.000,Staten Island,Park,Silver Lake Park,Nature Bingo!,Community Based Event,Nature,20.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-14T14:00:00.000,Staten Island,Park,Von Briesen Park,Know your park!,Community Based Event,Nature,5.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T10:00:00.000,Brooklyn,Park,Highland Park,Rose Garden Intro.,Community Based Event,Nature,5.0,General Public,Sharepoint,Summer 2020
Recreation,PS 107,2021-09-01T10:00:00.000,Bronx,Park,Soundview Park,Monologues for Kids,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,Play
Urban Park Rangers,General Public,2020-07-15T10:00:00.000,Queens,Park,Captain Tilly Park,Tilly Wildlife,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Recreation,Mauricio Cortez,2020-07-13T12:00:00.000,Brooklyn,Park,Herbert Von King Park,Youth Summer Pop Up Recreation,Local Event,Sport,15.0,Tot;#Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T14:15:00.000,Queens,Park,Captain Tilly Park,Ranger Says! Nature ASL edition,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Recreation,Carol Landes,2020-07-14T08:00:00.000,Staten Island,Park,Freshkills Park,Stronger Than Ever - Freshkills Walk,Open House,Fitness,2.0,Seniors,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T14:40:00.000,Queens,Park,Captain Tilly Park,"Great Egrets, No Regrets",Community Based Event,Nature,2.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-13T13:20:00.000,Queens,Park,Queensbridge Park,Park Pals Part 2,Community Based Event,Nature,21.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T14:00:00.000,Brooklyn,Park,Thomas Boyland Park,Rangers in the Park!,Community Based Event,Nature,9.0,General Public,Sharepoint,Summer 2020
Recreation,Deborah Edwards,2020-07-31T11:00:00.000,Bronx,Park,Williamsbridge Oval Park,Fastest Kid In Parks Track & Field Event,Local Event,Sport,40.0,Children;#General Public,Sharepoint,Tier 2
Recreation,Jonathan Adone,2020-07-13T10:00:00.000,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Sport,16.0,Seniors,Sharepoint,Summer 2020
Recreation,Debra Edwards,2020-08-18T11:00:00.000,Bronx,Park,"Huns Point, Williamsbridge Oval & St. Mary's Park",The Bronx Safari Revolution,Local Event,Family Festival,40.0,Children;#General Public,Sharepoint,
Urban Park Rangers,General Public,2020-07-15T16:00:00.000,Manhattan,Park,Marcus Garvey Park,Mount Morris Fire Watchtower from the Ground,Community Based Event,Nature,5.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T15:15:00.000,Staten Island,Park,Clove Lakes Park,Nature Bingo,Community Based Event,Nature,15.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-13T14:00:00.000,Brooklyn,Park,McKinley Park,TABATA Training,Local Event,Fitness,3.0,Adults,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-14T10:00:00.000,Brooklyn,Park,McKinley Park,Rhythm & Weights,Local Event,Fitness,16.0,Children,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-15T10:00:00.000,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Sport,15.0,Seniors,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-14T14:00:00.000,Brooklyn,Park,McKinley Park,Soccer Skills & Games,Local Event,Sport,4.0,Children,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreaion Staff,2020-07-13T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Inspiration Motivation,Open House,Fitness,2.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T15:30:00.000,Manhattan,Park,Marcus Garvey Park,Red Tailed Hawk Spotting Pop-Up,Community Based Event,Nature,9.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-15T14:00:00.000,Brooklyn,Park,McKinley Park,tabata Training,Local Event,Performance,5.0,Adults,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreaion Staff,2020-07-13T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,Sport,0.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-05-25T20:10:00.000,Staten Island,Park,Wolfe's Pond Park,Movies Under the Stars: Despicable Me 2,Community Based Event,Mobile Unit,110.0,General Public,Sharepoint,Movies
Recreation,,2018-07-13T21:00:00.000,Queens,Park,Crocheron Park,"MUTS ""Star Wars: The Last Jedi""",Community Based Event,Mobile Unit,214.0,General Public,Sharepoint,Movies
Recreation,Ocean Breeze Recreaion Staff,2020-07-13T09:45:00.000,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,5.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan.Adone,2020-07-16T10:00:00.000,Brooklyn,Park,McKinley Park,Rthym & Weights,Local Event,Fitness,4.0,Adults;#Seniors,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreaion Staff,2020-07-13T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,,2020-07-16T12:00:00.000,Manhattan,Park,Tompkins Square Park,Red Tail Hawk Fledgling Eats a Pigeon,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-16T12:00:00.000,Staten Island,Park,Clove Lakes Park,Nature Quest,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Recreation,A Walk In The Park,2020-07-16T00:00:00.000,Bronx,Park,St. James Park,A Walk In The Park,Community Based Event,Fitness,1.0,Young Adult;#Adults;#Seniors,Sharepoint,Fitness
Recreation,Ricardo Sanchez,2020-07-14T10:30:00.000,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,7.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,Public,2020-07-16T14:00:00.000,Manhattan,Park,Inwood Hill Park,Nature Hike,Agency Produced Event,Nature,1.0,General Public,Sharepoint,Summer 2020
Recreation,Giovanni Feliciano,2020-07-14T10:30:00.000,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,3.0,Children;#Tot;#Teens,Sharepoint,Summer 2020
Recreation,Guy Ruffin & Daniel Colonna,2020-07-14T10:30:00.000,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,2.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Leo Saito,2020-07-16T10:30:00.000,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,7.0,Tot;#Teens;#Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-16T15:30:00.000,Staten Island,Park,Silver Lake Park,Nature Quest,Community Based Event,Nature,3.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-16T14:30:00.000,Queens,Park,Elmhurst Park,Meet Beetle Buddy and Sammy Squirrel,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,Public,2020-07-16T15:00:00.000,Manhattan,Park,Inwood Hill Park,Nature Hike,Agency Produced Event,Nature,2.0,General Public,Sharepoint,Summer 2020
Recreation,"Carlton Jean-Jacques, Troy Basso",2020-08-29T10:00:00.000,Bronx,Park,St. Mary's Park,Sports N Fitness,Community Based Event,Sport,0.0,Teens,Sharepoint,Tier 1
Urban Park Rangers,General Public,2020-07-16T14:00:00.000,Queens,Park,Elmhurst Park,Nature Signs Ranger Says,Community Based Event,Nature,7.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-08-29T15:00:00.000,Bronx,Park,St. Mary's Park,Basketball/Player Devlopment,Community Based Event,Sport,0.0,Teens,Sharepoint,Tier 1
Recreation,Kiegan Albert,2020-07-15T10:30:00.000,Manhattan,Park,Carmansville Park,KIM Outdoor Programming,Community Based Event,Sport,8.0,Teens;#Tot;#Children,Sharepoint,Summer 2020
Recreation,,2020-07-14T11:00:00.000,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,13.0,Children;#Teens,Sharepoint,Summer 2020
Recreation,,2018-07-05T00:00:00.000,Staten Island,Park,Seaside Wildlife Nature Park,Movies Under the Stars: Jumanji,Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,Movies
Recreation,,2020-07-16T10:30:00.000,Bronx,Park,Haffen Park,Basketball Skills,Agency Produced Event,Sport,1.0,Children;#Young Adult;#Teens,Sharepoint,Tier 1
Urban Park Rangers,General Public,2020-07-15T10:00:00.000,Bronx,Park,St. Mary's Park,Animal Olympics,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Recreation,Raoufa Ali,2020-07-15T10:30:00.000,Manhattan,Park,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,Sport,0.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T12:00:00.000,Bronx,Park,Barretto Point Park,Scavenger Hunt,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Recreation,Leo Saito,2020-07-16T10:30:00.000,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,10.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,,2018-07-14T20:00:00.000,Brooklyn,Park,Cooper Park,Movies Under the Stars : Star Trek,Community Based Event,Mobile Unit,225.0,General Public,Sharepoint,Movies
Recreation,Guy Ruffin & Daniel Colonna,2020-07-16T10:30:00.000,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,2.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Ricardo Sanchez,2020-07-16T10:30:00.000,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,5.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-14T12:00:00.000,Bronx,Park,Vidalia Park,Nature Activity,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-14T10:00:00.000,Bronx,Park,Crotona Park,Orienteering,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Recreation,Giovanni Feliciano,2020-07-16T10:30:00.000,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,22.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-13T10:00:00.000,Bronx,Park,Mullaly Park,Ranger Activity,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Recreation,Tatiyana Lewis,2020-07-14T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Family Fun,Local Event,Fitness,8.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-15T14:00:00.000,Bronx,Park,Barretto Point Park,Scavenger Hunt,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Recreation,Carol Landes,2020-07-16T08:00:00.000,Staten Island,Park,Freshkills Park,Stronger Than Ever - Freshkills walk,Open House,Fitness,1.0,Seniors,Sharepoint,Summer 2020
Recreation,Shanel Burgess,2020-07-16T14:00:00.000,Bronx,Park,Poe Park,Art in the Parks : Painting Hacks using sponges,Community Based Event,Arts/Culture,9.0,Tot;#Teens,Sharepoint,Summer 2020
Recreation,Shanel Burgess,2020-07-16T11:00:00.000,Bronx,Park,Poe Park,Art in the Park: Painting hacks using sponges,Community Based Event,Arts/Culture,8.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-17T14:00:00.000,Brooklyn,Park,Sunset Park,Chalk Art,Community Based Event,Nature,8.0,General Public;#Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-17T14:15:00.000,Brooklyn,Park,Sunset Park,Chalk Art,Community Based Event,Nature,7.0,Children;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,,2020-07-17T12:05:00.000,Manhattan,Park,Central Park,Why is That Turtle Swimming Sideways,Community Based Event,Nature,9.0,General Public,Sharepoint,Summer 2020
Recreation,Carol Landes,2020-07-17T08:00:00.000,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,11.0,Seniors,Sharepoint,Summer 2020
Recreation,,2018-07-07T21:00:00.000,Staten Island,Park,Westerleigh Park,Movies Under the Stars: Star Wars: The Clone Wars,Community Based Event,Mobile Unit,50.0,General Public,Sharepoint,Movies
Recreation,"Garfield Richards, Troy Basso",2020-09-12T10:00:00.000,Bronx,Recreation Center,St. Mary's Recreation Center,Sports N Fitness,Community Based Event,Sport,0.0,Teens,Sharepoint,Fitness
Urban Park Rangers,General Public,2020-07-17T14:45:00.000,Queens,Park,Rockaway Beach 59,Beach Scavenger Hunt,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-17T16:00:00.000,Manhattan,Park,Inwood Hill Park,Baby Birds,Community Based Event,Nature,4.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,,2020-07-17T13:30:00.000,Manhattan,Park,Central Park,What's that Bird,Community Based Event,Nature,3.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-17T14:30:00.000,Staten Island,Park,The Big Park,Nature Sketching,Community Based Event,Nature,5.0,Children;#Young Adult;#Adults;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T10:55:00.000,Manhattan,Park,Morningside Park,Egret Extravaganza,Community Based Event,Nature,38.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T10:00:00.000,Staten Island,Park,Walker Park,Nature Sketching,Community Based Event,Nature,0.0,Children;#Young Adult;#Teens;#Adults;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T10:30:00.000,Queens,Park,Astoria Park,Astoria Hawks,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-17T10:00:00.000,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Fitness,15.0,Seniors,Sharepoint,Summer 2020
Recreation,,2018-07-10T21:00:00.000,Staten Island,Park,Conference House Park,Movies Under the Stars: Pitch Perfect,Community Based Event,Mobile Unit,150.0,General Public,Sharepoint,Movies
Recreation,Sharon Colon,2020-07-17T14:00:00.000,Brooklyn,Park,McKinley Park,Children and Parents Book Reading,Local Event,Arts/Culture,7.0,Tot;#Adults,Sharepoint,
Recreation,Jonathan.Adone,2020-07-16T14:00:00.000,Brooklyn,Park,McKinley Park,Soccer Skills,Local Event,Fitness,6.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-19T10:00:00.000,Brooklyn,Park,Paerdegat Park,Chalk Drawing,Community Based Event,Nature,4.0,Children;#Adults,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T14:40:00.000,Bronx,Park,Clason Point Park,Casting Lessons,Agency Produced Event,Nature,5.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T14:45:00.000,Brooklyn,Park,Irving Square Park,Chalk Draw and Mask Giveaway,Community Based Event,Nature,15.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T14:00:00.000,Manhattan,Park,St. Nicholas Park,inHarlem- Park Reflections,Community Based Event,Arts/Culture,6.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T11:30:00.000,Brooklyn,Park,Herbert Von King Park,Chalk Draw and Mask Giveaway,Community Based Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-14T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-15T09:45:00.000,Staten Island,Park,Ocean Breeze Park,Bend & Flex,Open House,Fitness,9.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-07-06T21:00:00.000,Staten Island,Park,Father Macris Park,Movies Under the Stars: Rise of the Planet of the Apes,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,Movies
Recreation,Ocean Breeze Recreation Staff,2020-07-15T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Wake-up Stretch and Relax Yoga,Open House,Fitness,7.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-14T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,Sport,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-15T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,Sport,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-16T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public;#Seniors,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-16T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,Sport,1.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-17T09:45:00.000,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,4.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Receration Staff,2020-07-17T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Fit to the Core,Open House,Fitness,3.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-14T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,5.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-17T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-17T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,Sport,10.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-07-07T21:00:00.000,Staten Island,Park,Wolfe's Pond Park,Movies Under the Stars:,Community Based Event,Mobile Unit,150.0,General Public,Sharepoint,Movies
Recreation,Ocean Breeze Recreation Staff,2020-07-15T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,4.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-15T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-13T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,1.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-19T11:52:00.000,Queens,Park,Forest Park,Nature Art and Appreciation,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-17T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,14.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-19T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,1.0,General Public,Sharepoint,Summer 2020
Recreation,"Ingrid Tafe, Oscar Chaves",2020-07-13T15:30:00.000,Bronx,Park,Williamsbridge Oval Park,Youth Meets,Local Event,Sport,15.0,Children;#Tot;#Teens,Sharepoint,Summer 2020
Recreation,"Sarah Bishow, Oscar Chavez and GiGi",2020-07-13T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Chair Aerobics,Community Based Event,Fitness,13.0,Seniors;#Adults;#Young Adult;#Teens,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-16T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,8.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-19T11:00:00.000,Manhattan,Park,St. Nicholas Park,Manhattan Geological Spine,Community Based Event,Nature,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-18T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,2.0,General Public,Sharepoint,Summer 2020
Recreation,"Ingrid Tafe, Oscar Chaves",2020-07-14T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Family Fun,Local Event,Family Festival,7.0,Tot;#Children;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-19T12:35:00.000,Staten Island,Park,Clove Lakes Park,Plant and grow!,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-19T15:15:00.000,Manhattan,Park,Morningside Park,Morningside Pond Pop-up,Community Based Event,Nature,21.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-19T15:27:00.000,Queens,Park,Bayswater Park,Nature Art,Community Based Event,Nature,8.0,General Public,Sharepoint,Summer 2020
Recreation,Annalisa Thompson,2020-07-18T10:30:00.000,Manhattan,Park,Marcus Garvey Park,Harlem Programming,Community Based Event,Sport,7.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-20T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Inspiration Motivation,Open House,Fitness,6.0,General Public,Sharepoint,Summer 2020
Recreation,Kiegan Albert,2020-07-17T10:30:00.000,Manhattan,Park,Carmansville Park,KIM Outdoor Programming,Community Based Event,Sport,0.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Raoufa.Ali,2020-07-17T10:30:00.000,Manhattan,Park,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,Sport,1.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation,2020-07-20T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,Sport,0.0,General Public,Sharepoint,Summer 2020
Recreation,Guy Ruffin & Daniel Colonna,2020-07-18T10:30:00.000,Manhattan,Park,Thomas Jefferson Park,Harlem Programming,Community Based Event,Sport,4.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-20T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,4.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreaion Staff,2020-07-20T09:45:00.000,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,4.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-20T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-07-13T21:00:00.000,Staten Island,Park,Bloomingdale Park,Movies Under the Stars: Cars 3,Community Based Event,Mobile Unit,225.0,General Public,Sharepoint,Movies
Recreation,Hunts Point Staff,2020-07-20T11:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Soccer Skills,Community Based Event,Sport,10.0,Children;#Teens,Sharepoint,Summer 2020
Recreation,"Sarah Bishow, Julie Jorge and GiGi",2020-07-20T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Chair Arobics,Community Based Event,Fitness,7.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors,Sharepoint,Summer 2020
Recreation,Hunts Point Staff,2020-07-20T12:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Calisthenics,Community Based Event,Fitness,10.0,Children;#Teens,Sharepoint,Summer 2020
Recreation,Hunts Point Staff,2020-07-21T14:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Dodgeball,Community Based Event,Sport,10.0,Children;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-20T00:00:00.000,Brooklyn,Park,Marine Park,Photo Scavenger Hunt: Wildflowers and Butterflies,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-07-12T21:00:00.000,Staten Island,Park,Clove Lakes Park,Movies Under the Stars:Beauty and Beast,Community Based Event,Mobile Unit,225.0,General Public,Sharepoint,Movies
Recreation,Hunts Point Staff,2020-07-21T14:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Cardio Fitness,Community Based Event,Fitness,10.0,Teens;#Children,Sharepoint,Summer 2020
Recreation,,2020-07-20T11:00:00.000,Bronx,Park,Bronx Park,Kids and Play,Local Event,Sport,10.0,Children;#Adaptive,Sharepoint,Tier 2
Recreation,,2020-07-24T11:00:00.000,Bronx,Park,Bronx Park,All About Me Art Program,Local Event,Arts/Culture,10.0,Children;#General Public,Sharepoint,Summer 2020
Recreation,,2020-07-28T11:00:00.000,Bronx,Park,Bronx Park,Fitness for Kids through Dance and Stepping,Local Event,Fitness,10.0,Children;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-20T11:30:00.000,Manhattan,Park,Tompkins Square Park,Hawk Watch,Community Based Event,Nature,9.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-29T11:00:00.000,Bronx,Park,Bronx Park,Soccer for Toddlers,Local Event,Sport,10.0,Tot;#General Public,Sharepoint,Tier 2
Recreation,,2020-07-22T11:00:00.000,Bronx,Park,Bronx Park,Kids and Play,Local Event,Sport,10.0,Children;#General Public,Sharepoint,Tier 2
Recreation,,2020-07-29T12:00:00.000,Bronx,Park,Bronx Park,Read to Me in the Park,Local Event,Academic/Out of School time,10.0,Tot;#General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-20T10:00:00.000,Brooklyn,Park,Leif Ericson Park,Pick Up Pickle Ball,Local Event,Fitness,17.0,Seniors,Sharepoint,Summer 2020
Recreation,,2020-08-04T11:00:00.000,Bronx,Park,Bronx Park,Fitness for kids through Dance & Stepping,Local Event,Fitness,10.0,Children;#General Public,Sharepoint,Dance
Recreation,,2018-07-14T21:00:00.000,Staten Island,Park,CPL. Thompson Park,Movies Under the Stars: Rouge One: A Star Wars Story,Community Based Event,Mobile Unit,40.0,General Public,Sharepoint,Movies
Urban Park Rangers,General Public,2020-07-20T14:30:00.000,Queens,Park,Elmhurst Park,Cool Critters,Community Based Event,Nature,11.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Receration Staff,2020-07-21T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,3.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-20T14:00:00.000,Brooklyn,Park,McKinley Park,TABATA Training,Local Event,Fitness,3.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-20T16:00:00.000,Brooklyn,Park,Saratoga Park,Hawk Talk,Community Based Event,Nature,6.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-22T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,8.0,General Public,Sharepoint,Summer 2020
