date,borough,location,event_type,category,attendance,audience,classification,time
2023-05-25,Queens,Park of the Americas,,Mobile Unit,15.0,,Fitness,15:00:00
2023-05-25,Brooklyn,West Playground,,Mobile Unit,135.0,,M.U.T.S,20:30:00
2023-05-25,Manhattan,Abraham Lincoln Playground,,Mobile Unit,50.0,,M.U.T.S,19:30:00
2023-05-25,Bronx,Bronx Borough Office - Ranaqua,,Family Festival,27.0,,Music,16:00:00
2023-05-25,Queens,Roy Wilkins Park,,Arts/Culture,50.0,,AC&F,18:00:00
2023-05-26,Brooklyn,American Veterans Memorial Pier,,Mobile Unit,65.0,,Play,20:00:00
2023-05-26,Manhattan,East River Playground,,Mobile Unit,60.0,,M.U.T.S,19:30:00
2023-05-26,Queens,Archie Spigner Park,,Mobile Unit,10.0,,Fitness,10:00:00
2023-05-26,Manhattan,Chelsea Recreation Center,,Sport,85.0,,Basketball,16:00:00
2023-05-26,Bronx,Hunts Point Recreation Center,,Sport,0.0,,Basketball,13:21:00
2023-05-26,Queens,Archie Spigner Park,,Mobile Unit,10.0,,Fitness,10:00:00
2023-05-26,Bronx,Crotona Park Nature Center,,Mobile Unit,100.0,,M.U.T.S,21:00:00
2023-05-26,Bronx,Melrose Playground,,Mobile Unit,60.0,,M.U.T.S,20:00:00
2023-05-26,Manhattan,Jackie Robinson Recreation Center,,Sport,15.0,,Basketball,17:30:00
2023-05-26,Bronx,Kwame Ture Recreation Center,,Sport,56.0,,Basketball,19:00:00
2023-05-26,Queens,Playground Ninety,,Mobile Unit,110.0,,M.U.T.S,22:30:00
2023-05-26,Bronx,Melrose Playground,,Mobile Unit,60.0,,M.U.T.S,20:00:00
2023-05-26,Queens,Playground Ninety,,Mobile Unit,110.0,,M.U.T.S,22:30:00
2023-05-26,Brooklyn,American Veterans Memorial Pier,,Mobile Unit,65.0,,Play,20:00:00
2023-05-26,Queens,Playground Ninety,,Mobile Unit,110.0,,M.U.T.S,22:30:00
2023-05-26,Manhattan,Thomas Jefferson Recreation Center,,Arts/Culture,39.0,,Arts & Culture,17:00:00
2023-05-26,Queens,Juniper Valley Park,,Mobile Unit,700.0,,M.U.T.S,22:30:00
2023-05-26,Bronx,Al Quinones Playground,,Mobile Unit,30.0,,Play,13:00:00
2023-05-26,Bronx,Pulaski Park,,Family Festival,156.0,,Music,16:00:00
2023-05-26,Queens,Juniper Valley Park,,Mobile Unit,700.0,,M.U.T.S,22:30:00
2023-05-26,Bronx,Pulaski Park,,Family Festival,156.0,,Music,16:00:00
2023-05-26,Manhattan,East River Playground,,Mobile Unit,60.0,,M.U.T.S,19:30:00
2023-05-26,Queens,Playground Ninety,,Mobile Unit,110.0,,M.U.T.S,22:30:00
2023-05-27,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,55.0,,,16:00:00
2023-05-27,Bronx,Bronx Borough Office - Ranaqua,,Mobile Unit,80.0,,Play,10:00:00
2023-05-27,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,14.0,,--None--,16:00:00
2023-05-27,Manhattan,St. Catherine's Park,,Mobile Unit,195.0,,M.U.T.S,19:30:00
2023-05-27,Queens,Park of the Americas,,Mobile Unit,120.0,,M.U.T.S,22:30:00
2023-05-27,Manhattan,Chelsea Recreation Center,,Saturday Night Lights,54.0,,,10:39:00
2023-05-27,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,30.0,,--None--,16:00:00
2023-05-27,Brooklyn,Brownsville Recreation Center,,Saturday Night Lights,14.0,,,18:00:00
2023-05-27,Bronx,Seton Falls Park,,Mobile Unit,325.0,,M.U.T.S,20:00:00
2023-05-27,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,12.0,,,16:00:00
2023-05-27,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,14.0,,,16:00:00
2023-05-27,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,17.0,,,16:00:00
2023-05-27,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,30.0,,,16:00:00
2023-05-27,Brooklyn,McCarren Play Center,,Saturday Night Lights,22.0,,,16:00:00
2023-05-27,Bronx,Bronx Borough Office - Ranaqua,,Mobile Unit,80.0,,Play,10:00:00
2023-05-27,Manhattan,Gertrude Ederle Recreation Center,,Arts/Culture,28.0,,Dance,11:00:00
2023-05-27,Brooklyn,St. John's Recreation Center,,Saturday Night Lights,70.0,,,16:00:00
2023-05-27,Staten Island,Lyons Recreation Center,,Saturday Night Lights,5.0,,--None--,16:00:00
2023-05-27,Queens,Park of the Americas,,Mobile Unit,120.0,,M.U.T.S,22:30:00
2023-05-27,Bronx,Seton Falls Park,,Mobile Unit,325.0,,M.U.T.S,20:00:00
2023-05-27,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,0.0,,,15:50:00
2023-05-27,Manhattan,St. Catherine's Park,,Mobile Unit,195.0,,M.U.T.S,19:30:00
2023-05-27,Manhattan,Pelham Fritz Recreation Center,,Arts/Culture,15.0,,Dance,13:00:00
2023-05-27,Brooklyn,McCarren Play Center,,Saturday Night Lights,22.0,,--None--,16:00:00
2023-05-27,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,17.0,,--None--,16:00:00
2023-05-27,Staten Island,Lyons Recreation Center,,Saturday Night Lights,5.0,,,16:00:00
2023-05-27,Queens,Sorrentino Recreation Center,,Saturday Night Lights,20.0,,--None--,16:00:00
2023-05-27,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,55.0,,--None--,16:00:00
2023-05-27,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,240.0,,,16:00:00
2023-05-27,Queens,Sorrentino Recreation Center,,Saturday Night Lights,20.0,,,16:00:00
2023-05-27,Brooklyn,St. John's Recreation Center,,Saturday Night Lights,77.0,,--None--,16:00:00
2023-05-27,Brooklyn,St. John's Recreation Center,,Saturday Night Lights,77.0,,,16:00:00
2023-05-27,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,240.0,,--None--,16:00:00
2023-05-27,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,12.0,,--None--,16:00:00
2023-05-28,Bronx,Kwame Ture Recreation Center,,Mobile Unit,60.0,,M.U.T.S,10:25:00
2023-05-28,Bronx,Kwame Ture Recreation Center,,Mobile Unit,60.0,,M.U.T.S,10:25:00
2023-05-28,Queens,Forest Park,,Mobile Unit,200.0,,M.U.T.S,22:30:00
2023-05-28,Queens,Forest Park,,Mobile Unit,200.0,,M.U.T.S,22:30:00
2023-05-30,Queens,Flushing Meadows Corona Park,,Mobile Unit,15.0,,Play,17:00:00
2023-05-30,Bronx,Ferry Point Park,,Family Festival,197.0,,Music,12:00:00
2023-05-30,Queens,Flushing Meadows Corona Park,,Mobile Unit,15.0,,Play,17:00:00
2023-05-30,Bronx,Ferry Point Park,,Family Festival,197.0,,Music,12:00:00
2023-05-31,Manhattan,Highbridge Park,,Mobile Unit,65.0,,M.U.T.S,19:30:00
2023-05-31,Queens,Helen Marshall Playground,,Mobile Unit,15.0,,Fitness,18:00:00
2023-05-31,Bronx,Hunts Point Recreation Center,,--None--,77.0,,--None--,00:11:00
2023-05-31,Queens,Flushing Meadows Corona Park,,Mobile Unit,6.0,,Play,17:00:00
2023-05-31,Manhattan,Highbridge Park,,Mobile Unit,65.0,,M.U.T.S,19:30:00
2023-05-31,Brooklyn,Red Hook Recreation Center,,Sport,74.0,,Basketball,17:30:00
2023-05-31,Bronx,Hunts Point Recreation Center,,Arts/Culture,77.0,,AC&F,00:11:00
2023-05-31,Brooklyn,Red Hook Recreation Center,,Sport,74.0,,Basketball,17:30:00
2023-05-31,Queens,William F Moore Park,,Mobile Unit,12.0,,Fitness,10:00:00
2023-05-31,Queens,Helen Marshall Playground,,Mobile Unit,15.0,,Fitness,18:00:00
2023-05-31,Queens,William F Moore Park,,Mobile Unit,12.0,,Fitness,10:00:00
2023-05-31,Queens,Flushing Meadows Corona Park,,Mobile Unit,6.0,,Play,17:00:00
2023-05-31,Bronx,Lozada Playground,,Mobile Unit,45.0,,Play,13:00:00
2023-05-31,Bronx,Lozada Playground,,Mobile Unit,45.0,,Play,13:00:00
2023-06-01,Brooklyn,Brooklyn Public Library,Community Based Event,Academic/Out of School time,50.0,Teens,,14:30:00
2023-06-01,Bronx,Ranaqua Garage,Local Event,Fitness,10.0,Adults,Fitness,15:00:00
2023-06-01,Manhattan,Fred Samuel Playground,,Mobile Unit,65.0,,M.U.T.S,20:00:00
2023-06-01,Queens,Park of the Americas,,Mobile Unit,20.0,,Fitness,15:00:00
2023-06-01,Queens,Flushing Meadows Corona Park,,Mobile Unit,5.0,,Play,17:00:00
2023-06-01,Bronx,Spuyten Duyvil Playground,,Sport,215.0,,Skating,16:00:00
2023-06-01,Bronx,Spuyten Duyvil Playground,,Sport,215.0,,Skating,16:00:00
2023-06-01,Queens,Flushing Meadows Corona Park,,Mobile Unit,5.0,,Play,17:00:00
2023-06-01,Queens,Park of the Americas,,Mobile Unit,20.0,,Fitness,15:00:00
2023-06-01,Queens,Roy Wilkins Park,Community Based Event,Nature,79.0,Children,,14:00:00
2023-06-01,Manhattan,Fred Samuel Playground,,Mobile Unit,65.0,,M.U.T.S,20:00:00
2023-06-01,Bronx,Spuyten Duyvil Playground,,Mobile Unit,35.0,,Play,13:00:00
2023-06-01,Brooklyn,McCarren Park,,Mobile Unit,73.0,,M.U.T.S,20:30:00
2023-06-01,Brooklyn,McCarren Park,,Mobile Unit,73.0,,M.U.T.S,20:30:00
2023-06-01,Bronx,Mabel Hampton Playground,,Mobile Unit,50.0,,M.U.T.S,20:30:00
2023-06-01,Bronx,Spuyten Duyvil Playground,,Mobile Unit,35.0,,Play,13:00:00
2023-06-02,Queens,Athens Square,,Family Festival,150.0,,Music,18:00:00
2023-06-02,Bronx,Williamsbridge Oval Recreation Center,,Arts/Culture,26.0,,Music,18:00:00
2023-06-02,Queens,Springfield Park,,Mobile Unit,70.0,,Play,17:00:00
2023-06-02,Queens,Springfield Park,,Mobile Unit,70.0,,Play,17:00:00
2023-06-02,Queens,Athens Square,,Family Festival,150.0,,Music,18:00:00
2023-06-02,Staten Island,Jennifer's Playground,,Mobile Unit,53.0,,M.U.T.S,21:00:00
2023-06-02,Bronx,Hunts Point Recreation Center,,--None--,15.0,,--None--,19:00:00
2023-06-02,Brooklyn,Irving Square Park,,Mobile Unit,,,M.U.T.S,20:30:00
2023-06-02,Staten Island,Jennifer's Playground,,Mobile Unit,53.0,,M.U.T.S,21:00:00
2023-06-02,Bronx,Hunts Point Recreation Center,,Arts/Culture,18.0,,AC&F,19:00:00
2023-06-02,Brooklyn,Irving Square Park,,Mobile Unit,,,M.U.T.S,20:30:00
2023-06-02,Queens,Al Oerter  Recreation Center,,Arts/Culture,140.0,,Lecture/Panel/Talk,17:30:00
2023-06-02,Queens,Al Oerter  Recreation Center,,Arts/Culture,140.0,,Lecture/Panel/Talk,17:30:00
2023-06-02,Bronx,Hunts Point Recreation Center,,Arts/Culture,18.0,,AC&F,19:00:00
2023-06-02,Queens,Archie Spigner Park,,Mobile Unit,11.0,,Fitness,10:00:00
2023-06-02,Manhattan,Pelham Fritz Recreation Center,,Arts/Culture,35.0,,Arts & Culture,17:00:00
2023-06-02,Bronx,Williamsbridge Oval Recreation Center,,Arts/Culture,26.0,,Music,18:00:00
2023-06-02,Queens,Archie Spigner Park,,Mobile Unit,11.0,,Fitness,10:00:00
2023-06-02,Manhattan,Carl Schurz Park,,Arts/Culture,45.0,,Dance,16:00:00
2023-06-02,Bronx,Soundview Park,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-02,Manhattan,Carl Schurz Park,,Sport,160.0,,Skating,16:00:00
2023-06-03,Manhattan,Constance Baker Motley Recreation Center,,Arts/Culture,15.0,,Arts & Culture,12:00:00
2023-06-03,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,23.0,,,19:24:00
2023-06-03,Queens,Lawrence Virgililo Playground,,Mobile Unit,140.0,,M.U.T.S,22:30:00
2023-06-03,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,6.0,,--None--,19:28:00
2023-06-03,Bronx,Hunts Point Recreation Center,,Sport,25.0,,Basketball,16:00:00
2023-06-03,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,30.0,,,16:00:00
2023-06-03,Manhattan,Chelsea Recreation Center,,Arts/Culture,27.0,,Dance,13:00:00
2023-06-03,Staten Island,Lyons Recreation Center,,Saturday Night Lights,12.0,,--None--,16:00:00
2023-06-03,Queens,Sorrentino Recreation Center,,Saturday Night Lights,23.0,,--None--,16:00:00
2023-06-03,Bronx,Playground 52 LII,,Arts/Culture,246.0,,Music,17:00:00
2023-06-03,Brooklyn,McCarren Play Center,,Saturday Night Lights,21.0,,--None--,23:06:00
2023-06-03,Brooklyn,McCarren Play Center,,Saturday Night Lights,21.0,,--None--,23:06:00
2023-06-03,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,36.0,,--None--,08:35:00
2023-06-03,Brooklyn,Owlâ€™s Head Park,,Mobile Unit,64.0,,M.U.T.S,20:30:00
2023-06-03,Queens,Captain Tilly Park,,Family Festival,200.0,,Music,16:00:00
2023-06-03,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,54.0,,,16:00:00
2023-06-03,Manhattan,John Jay Park,,Mobile Unit,100.0,,M.U.T.S,20:00:00
2023-06-03,Manhattan,Chelsea Recreation Center,,Saturday Night Lights,46.0,,,10:40:00
2023-06-03,Bronx,Bronx Borough Office - Ranaqua,,Mobile Unit,350.0,,Fitness,10:00:00
2023-06-03,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,23.0,,--None--,19:24:00
2023-06-03,Queens,Captain Tilly Park,,Family Festival,200.0,,Music,16:00:00
2023-06-03,Queens,Springfield Park,,Mobile Unit,200.0,,Play,17:00:00
2023-06-03,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,37.0,,,16:00:00
2023-06-03,Bronx,Bronx Borough Office - Ranaqua,,Family Festival,450.0,,Music,10:00:00
2023-06-03,Bronx,Bronx Borough Office - Ranaqua,,Family Festival,350.0,,Music,10:00:00
2023-06-03,Staten Island,Lyons Recreation Center,,Saturday Night Lights,12.0,,,16:00:00
2023-06-03,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,237.0,,,16:00:00
2023-06-03,Bronx,Hunts Point Recreation Center,,Sport,25.0,,Basketball,16:00:00
2023-06-03,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,30.0,,--None--,16:00:00
2023-06-03,Manhattan,Gertrude Ederle Recreation Center,,Arts/Culture,20.0,,Dance,11:00:00
2023-06-03,Staten Island,Willowbrook Park,,Mobile Unit,42.0,,M.U.T.S,21:00:00
2023-06-03,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,237.0,,--None--,16:00:00
2023-06-03,Bronx,Al Quinones Playground,,Arts/Culture,246.0,,Music,17:00:00
2023-06-03,Brooklyn,Owl’s Head Park,,Mobile Unit,64.0,,M.U.T.S,20:30:00
2023-06-03,Manhattan,Chelsea Recreation Center,,Arts/Culture,24.0,,Arts & Culture,13:00:00
2023-06-03,Manhattan,John Jay Park,,Mobile Unit,100.0,,M.U.T.S,20:00:00
2023-06-03,Brooklyn,McCarren Play Center,,Saturday Night Lights,21.0,,,23:06:00
2023-06-03,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,6.0,,,19:28:00
2023-06-03,Bronx,Bronx Borough Office - Ranaqua,,Family Festival,450.0,,Music,10:00:00
2023-06-03,Queens,97th Street Block Association,Agency Produced Event,Nature,52.0,General Public,,17:00:00
2023-06-03,Queens,Sorrentino Recreation Center,,Saturday Night Lights,23.0,,,16:00:00
2023-06-03,Queens,Lawrence Virgililo Playground,,Mobile Unit,140.0,,M.U.T.S,22:30:00
2023-06-03,Staten Island,Willowbrook Park,,Mobile Unit,42.0,,M.U.T.S,21:00:00
2023-06-03,Queens,Springfield Park,,Mobile Unit,200.0,,Play,17:00:00
2023-06-03,Brooklyn,McCarren Play Center,,Saturday Night Lights,21.0,,,23:06:00
2023-06-03,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,30.0,,,16:00:00
2023-06-03,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,36.0,,,08:35:00
2023-06-04,Queens,Flushing Meadows Corona Park,,Family Festival,300.0,,Music,16:00:00
2023-06-04,Brooklyn,Saratoga Park,,Mobile Unit,25.0,,M.U.T.S,20:30:00
2023-06-04,Brooklyn,Saratoga Park,,Mobile Unit,25.0,,M.U.T.S,20:30:00
2023-06-04,Queens,Flushing Meadows Corona Park,,Mobile Unit,90.0,,M.U.T.S,22:30:00
2023-06-04,Queens,Flushing Meadows Corona Park,,Family Festival,300.0,,Music,16:00:00
2023-06-04,Queens,Flushing Meadows Corona Park,,Mobile Unit,90.0,,M.U.T.S,22:30:00
2023-06-04,Bronx,Bronx Borough Office - Ranaqua,,Mobile Unit,250.0,,Play,11:00:00
2023-06-04,Bronx,Bronx Borough Office - Ranaqua,,Mobile Unit,250.0,,Play,11:00:00
2023-06-04,Manhattan,Inwood Hill Park,Community Based Event,Arts/Culture,200.0,General Public,,15:00:00
2023-06-05,Brooklyn,Sunset Park,,Mobile Unit,125.0,,M.U.T.S,20:30:00
2023-06-05,Brooklyn,Sunset Park,,Mobile Unit,125.0,,M.U.T.S,20:30:00
2023-06-05,Manhattan,Alfred E. Smith Recreation Center,,Arts/Culture,30.0,,Arts & Culture,15:30:00
2023-06-06,Queens,Bayside Playground,,Mobile Unit,75.0,,M.U.T.S,22:30:00
2023-06-06,Queens,Bayside Playground,,Mobile Unit,75.0,,M.U.T.S,22:30:00
2023-06-06,Bronx,Van Nest Park,,Arts/Culture,176.0,,Music,15:00:00
2023-06-06,Queens,William F Moore Park,,Mobile Unit,27.0,,Fitness,10:00:00
2023-06-06,Manhattan,Highbridge Park,Community Based Event,Nature,175.0,General Public,,14:00:00
2023-06-06,Queens,Rosemary's Playground,,Mobile Unit,20.0,,Play,17:00:00
2023-06-06,Brooklyn,Brooklyn College,Community Based Event,Nature,10.0,Young Adult,,19:00:00
2023-06-06,Queens,Flushing Meadows Corona Park,Agency Produced Event,Sport,30.0,Seniors,Fitness,12:00:00
2023-06-06,Queens,William F Moore Park,,Mobile Unit,27.0,,Fitness,10:00:00
2023-06-06,Queens,Rosemary's Playground,,Mobile Unit,20.0,,Play,17:00:00
2023-06-06,Bronx,Van Nest Park,,Arts/Culture,176.0,,Music,15:00:00
2023-06-07,Queens,Helen Marshall Playground,,Mobile Unit,0.0,,Fitness,18:00:00
2023-06-07,Manhattan,Alfred E. Smith Recreation Center,,Arts/Culture,15.0,,Arts & Culture,15:00:00
2023-06-07,Queens,Helen Marshall Playground,,Mobile Unit,0.0,,Fitness,18:00:00
2023-06-07,Bronx,Nelson Playground,,Mobile Unit,0.0,,Play,12:00:00
2023-06-08,Queens,Park of the Americas,,Mobile Unit,0.0,,Fitness,15:00:00
2023-06-08,Bronx,Seton Park,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-08,Queens,Park of the Americas,,Mobile Unit,0.0,,Fitness,15:00:00
2023-06-09,Queens,Archie Spigner Park,,Mobile Unit,0.0,,Fitness,10:00:00
2023-06-09,Bronx,Saw Mill Playground,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-09,Queens,Archie Spigner Park,,Mobile Unit,0.0,,Fitness,10:00:00
2023-06-09,Staten Island,Walker Park,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-09,Bronx,Poe Park,,Mobile Unit,0.0,,Play,12:00:00
2023-06-09,Staten Island,Walker Park,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-10,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,40.0,,,16:00:00
2023-06-10,Bronx,Caserta Playground,,Mobile Unit,315.0,,Play,12:00:00
2023-06-10,Bronx,Poe Park Visitor Center,,Arts/Culture,10.0,,Lecture/Panel/Talk,13:00:00
2023-06-10,Manhattan,Twenty-Four Sycamores Park,,Mobile Unit,35.0,,M.U.T.S,20:00:00
2023-06-10,Staten Island,Wolfe's Pond Park,,Mobile Unit,64.0,,M.U.T.S,21:00:00
2023-06-10,Queens,Rockaway Beach and Boardwalk,,Mobile Unit,90.0,,M.U.T.S,23:00:00
2023-06-10,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,,,,16:00:00
2023-06-10,Manhattan,Carl Schurz Park,,Family Festival,1215.0,,Arts & Culture,12:00:00
2023-06-10,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,29.0,,,16:00:00
2023-06-10,Queens,Dr. Charles R. Drew Park,,Family Festival,80.0,,Music,16:00:00
2023-06-10,Brooklyn,McCarren Play Center,,Saturday Night Lights,22.0,,,16:00:00
2023-06-10,Manhattan,J. Hood Wright Recreation Center,,Arts/Culture,260.0,,AC&F,14:00:00
2023-06-10,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,194.0,,,16:00:00
2023-06-10,Manhattan,Constance Baker Motley Recreation Center,,Arts/Culture,8.0,,Arts & Culture,12:00:00
2023-06-10,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,10.0,,,19:39:00
2023-06-10,Queens,Rockaway Beach and Boardwalk,,Mobile Unit,90.0,,M.U.T.S,23:00:00
2023-06-10,Queens,Sorrentino Recreation Center,,Saturday Night Lights,27.0,,,19:40:00
2023-06-10,Brooklyn,Brownsville Recreation Center,,Saturday Night Lights,18.0,,,18:00:00
2023-06-10,Queens,Forest Park,Agency Produced Event,Nature,214.0,General Public,,16:00:00
2023-06-10,Staten Island,Lyons Recreation Center,,Saturday Night Lights,8.0,,,16:00:00
2023-06-10,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,15.0,,--None--,19:37:00
2023-06-10,Queens,Forest Park,,Mobile Unit,100.0,,Play,15:00:00
2023-06-10,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,,,--None--,16:00:00
2023-06-10,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,194.0,,--None--,16:00:00
2023-06-10,Queens,Pomonok Playground,,Family Festival,150.0,,Music,16:00:00
2023-06-10,Manhattan,Chelsea Recreation Center,,Saturday Night Lights,55.0,,,10:42:00
2023-06-10,Staten Island,Lyons Recreation Center,,Saturday Night Lights,8.0,,--None--,16:00:00
2023-06-10,Queens,Pomonok Playground,,Family Festival,150.0,,Music,16:00:00
2023-06-10,Queens,Highland Park,Agency Produced Event,Nature,37.0,General Public,,14:00:00
2023-06-10,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,40.0,,--None--,16:00:00
2023-06-10,Bronx,Soundview Park,Community Based Event,Nature,45.0,General Public,,14:00:00
2023-06-10,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,29.0,,--None--,20:30:00
2023-06-10,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,84.0,,--None--,16:00:00
2023-06-10,Queens,Forest Park,,Mobile Unit,100.0,,Play,15:00:00
2023-06-10,Bronx,Loreto Playground,,Arts/Culture,275.0,,Music,15:00:00
2023-06-10,Bronx,Loreto Playground,,Arts/Culture,275.0,,Music,15:00:00
2023-06-10,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,29.0,,,20:30:00
2023-06-10,Bronx,Caserta Playground,,Mobile Unit,315.0,,Fitness,12:00:00
2023-06-10,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,15.0,,,19:37:00
2023-06-10,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,84.0,,,16:00:00
2023-06-10,Queens,Sorrentino Recreation Center,,Saturday Night Lights,27.0,,--None--,19:40:00
2023-06-10,Manhattan,Highbridge Recreation Center,,--None--,10.0,,--None--,19:39:00
2023-06-10,Manhattan,Twenty-Four Sycamores Park,,Mobile Unit,35.0,,M.U.T.S,20:00:00
2023-06-10,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,21.0,,,16:00:00
2023-06-10,Staten Island,Wolfe's Pond Park,,Mobile Unit,64.0,,M.U.T.S,21:00:00
2023-06-10,Manhattan,Gertrude Ederle Recreation Center,,Arts/Culture,22.0,,Dance,11:00:00
2023-06-10,Brooklyn,McCarren Play Center,,Saturday Night Lights,22.0,,--None--,16:00:00
2023-06-10,Queens,Dr. Charles R. Drew Park,,Family Festival,80.0,,Music,16:00:00
2023-06-11,Queens,Roy Wilkins Park,Agency Produced Event,Family Festival,61.0,"Tot, Children, Young Adult, Adults, Teens",,17:00:00
2023-06-11,Queens,Frank D. O'Connor Playground,,Mobile Unit,70.0,,M.U.T.S,23:00:00
2023-06-11,Queens,Frank D. O'Connor Playground,,Mobile Unit,70.0,,M.U.T.S,23:00:00
2023-06-11,Queens,Hoover - Manton Playgrounds,,Family Festival,500.0,,Music,16:00:00
2023-06-11,Queens,Hoover - Manton Playgrounds,,Family Festival,500.0,,Music,16:00:00
2023-06-13,Manhattan,Frederick Johnson Playground,,Mobile Unit,35.0,,M.U.T.S,08:00:00
2023-06-13,Queens,William F Moore Park,,Mobile Unit,27.0,,Fitness,10:00:00
2023-06-13,Queens,William F Moore Park,,Mobile Unit,27.0,,Fitness,10:00:00
2023-06-13,Manhattan,Frederick Johnson Playground,,Mobile Unit,35.0,,M.U.T.S,08:00:00
2023-06-14,Queens,Broad Channel Park,,Mobile Unit,250.0,,Play,19:00:00
2023-06-14,Manhattan,Chelsea Recreation Center,,Sport,52.0,,Various Sports,08:00:00
2023-06-14,Manhattan,Samuel N. Bennerson 2nd Playground,,Mobile Unit,30.0,,M.U.T.S,20:00:00
2023-06-14,Manhattan,Gertrude Ederle Recreation Center,,Arts/Culture,12.0,,Music,18:00:00
2023-06-14,Queens,Helen Marshall Playground,,Mobile Unit,6.0,,Fitness,18:00:00
2023-06-14,Bronx,Bronx Borough Office - Ranaqua,,Mobile Unit,0.0,,Play,15:00:00
2023-06-14,Queens,Broad Channel Park,,Mobile Unit,250.0,,Play,19:00:00
2023-06-14,Bronx,Mott Playground,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-14,Queens,Broad Channel Park,,Mobile Unit,250.0,,Play,19:00:00
2023-06-14,Queens,Broad Channel Park,,Mobile Unit,250.0,,Play,19:00:00
2023-06-14,Queens,Broad Channel Park,,Mobile Unit,250.0,,Play,19:00:00
2023-06-14,Queens,Helen Marshall Playground,,Mobile Unit,6.0,,Fitness,18:00:00
2023-06-14,Manhattan,Samuel N. Bennerson 2nd Playground,,Mobile Unit,30.0,,M.U.T.S,20:00:00
2023-06-14,Queens,Broad Channel Park,,Mobile Unit,250.0,,Play,19:00:00
2023-06-15,Bronx,Hunts Point Recreation Center,,Family Festival,143.0,,Music,14:00:00
2023-06-15,Manhattan,St. Nicholas Park,,Mobile Unit,75.0,,M.U.T.S,20:00:00
2023-06-15,Bronx,Soundview Park,,Mobile Unit,40.0,,M.U.T.S,20:30:00
2023-06-15,Bronx,Hunts Point Recreation Center,,Arts/Culture,301.0,,Music,11:00:00
2023-06-15,Bronx,Hunts Point Recreation Center,,Family Festival,158.0,,Music,11:00:00
2023-06-15,Bronx,Hunts Point Recreation Center,,Arts/Culture,301.0,,Music,11:00:00
2023-06-15,Queens,William F Moore Park,,Mobile Unit,37.0,,Fitness,10:00:00
2023-06-15,Manhattan,St. Nicholas Park,,Mobile Unit,75.0,,M.U.T.S,20:00:00
2023-06-15,Queens,William F Moore Park,,Mobile Unit,37.0,,Fitness,10:00:00
2023-06-15,Queens,Little Bay Park,,Mobile Unit,170.0,,Play,13:30:00
2023-06-15,Queens,Little Bay Park,,Mobile Unit,170.0,,Play,13:30:00
2023-06-16,Queens,Archie Spigner Park,,Mobile Unit,37.0,,Fitness,10:00:00
2023-06-16,Staten Island,Arrochar Playground,,Mobile Unit,0.0,,M.U.T.S,21:00:00
