unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Recreation,Poe Park Visitor Center,2021-07-29T16:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,KIM,8.0,Children,Sharepoint,Play
Recreation,ADAPT Community Network,2021-07-30T14:30:00.000,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,10.0,Adaptive,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2021-07-30T19:00:00.000,Bronx,Pool,Van Cortlandt,Buggin Out,Agency Produced Event,Nature,46.0,"Tot, Children, Young Adult, Adults, Teens, General Public",Sharepoint,Cool Pools
Public Programs,N/A,2021-07-30T01:00:00.000,Bronx,Other,Orchard Beach,Movies Under the Stars - Megamind,Community Based Event,Mobile Unit,0.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Recreation,,2021-07-30T15:00:00.000,Queens,Park,St. Albans Park,Spin Class,Local Event,Mobile Unit,25.0,General Public,Sharepoint,Play
Recreation,Loreto Playground,2021-07-28T19:00:00.000,Bronx,Playground,LORETO PLAYGROUND,ACF ART WORKSHOP,Local Event,Arts/Culture,40.0,"Children, Seniors, Adaptive",Sharepoint,AC&F
Recreation,,2021-07-29T17:00:00.000,Bronx,Pool,Van Courtland Pool,POP UP SITE,Community Based Event,Mobile Unit,5.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-07-22T19:00:00.000,Brooklyn,Pool,Commodore Barry,Cool Pools,Agency Produced Event,Nature,12.0,"Children, General Public",Sharepoint,Cool Pools
Recreation,,2021-07-30T15:00:00.000,Bronx,Playground,Poe Park,POP UP SITE,Community Based Event,Mobile Unit,62.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-07-22T19:00:00.000,Queens,Pool,Liberty,Trivial Pursuit,Community Based Event,Nature,28.0,"Young Adult, Children, Adults",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-02T19:00:00.000,Queens,Pool,Fisher Pool,Fish or not a fish,Community Based Event,Nature,5.0,"Children, Teens",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-16T07:00:00.000,Queens,Pool,Fisher Pool,Fish or not a fish,Community Based Event,Nature,28.0,Children,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-05T07:00:00.000,Bronx,Pool,Van Cortlandt Pool,Weather Scramble,Community Based Event,Nature,5.0,Children,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-08T04:00:00.000,Bronx,Pool,Van Cortlandt Pool,Animal Track ID,Community Based Event,Nature,0.0,"Children, Teens",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-09T19:00:00.000,Bronx,Pool,Van Cortlandt Pool,Weather Scramble,Community Based Event,Nature,5.0,Children,Sharepoint,Cool Pools
Recreation,,2021-07-31T15:00:00.000,Bronx,Playground,Stars & Stripes Playground,POP UP SITE,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,Play
Recreation,,2021-07-01T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Ntional Parks and Recreation Month,Community Based Event,Fitness,35.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,Fitness
Urban Park Rangers,General Public,2021-07-29T19:00:00.000,Queens,Pool,Liberty,Trivial Pursuit,Community Based Event,Nature,0.0,Tot,Sharepoint,Cool Pools
Recreation,,2021-07-06T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,42.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,Fitness
Recreation,,2021-07-02T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,22.0,"Children, Tot, Young Adult, Adults, Teens",Sharepoint,Fitness
Recreation,,2021-07-21T07:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Watercolor Workshop,Community Based Event,Arts/Culture,22.0,"Tot, Children, Teens",Sharepoint,
Recreation,,2021-07-07T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,25.0,"Children, Tot, Young Adult, Adults, Teens",Sharepoint,
Recreation,,2021-07-08T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,32.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,
Urban Park Rangers,General Public,2021-07-16T19:00:00.000,Bronx,Pool,Van Cortlandt Pool,Oh Snap (turtles),Community Based Event,Nature,120.0,"Children, Young Adult",Sharepoint,Cool Pools
Recreation,,2021-07-12T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,24.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,
Recreation,,2021-07-15T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,38.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,
Recreation,,2021-07-28T13:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Toddler Time Soccer,Community Based Event,Sport,19.0,Tot,Sharepoint,
Recreation,,2021-07-09T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,20.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,
Recreation,,2021-07-14T19:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Watercolor Workshop,Community Based Event,Arts/Culture,14.0,"Tot, Children, Teens",Sharepoint,
Recreation,,2021-07-16T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,30.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,
Recreation,,2021-07-29T13:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Toddler Time Soccer,Community Based Event,Sport,17.0,Tot,Sharepoint,
Public Programs,N/A,2021-07-31T01:00:00.000,Bronx,Park,Virginia Park,Movies Under the Stars - Goonies,Community Based Event,Mobile Unit,45.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Recreation,,2021-07-30T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Month,Community Based Event,Fitness,26.0,"Tot, Children, Young Adult, Adults, Teens",Sharepoint,
Public Programs,N/A,2021-08-01T01:00:00.000,Bronx,Playground,Stars & Stripes Playground,Movies Under the Stars - The Wizard of Oz,Community Based Event,Mobile Unit,25.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Recreation,Poe Park Visitor Center,2021-08-02T14:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,KIM,18.0,Children,Sharepoint,Play
Recreation,MOME,2021-07-31T01:00:00.000,Manhattan,Playground,Robert Moses Playground,Movies Under The Stars: Little Women,Community Based Event,Mobile Unit,130.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-02T18:40:00.000,Staten Island,Pool,Tottenville,Wooo goes there?,Agency Produced Event,Nature,12.0,General Public,Sharepoint,Cool Pools
Recreation,MOME,2021-08-01T01:00:00.000,Manhattan,Playground,Dry Dock Playground,Movies Under The Stars: Moana,Community Based Event,Mobile Unit,125.0,General Public,Sharepoint,M.U.T.S
Recreation,MOME,2021-07-30T01:00:00.000,Manhattan,Other,Sara D. Roosevelt Track,Movies Under The Stars: Pokémon Detective Pikachu,Community Based Event,Mobile Unit,125.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-07-29T00:30:00.000,Brooklyn,Park,Maria Hernandez Park,The Croods 2: The New Age (2020),Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,Tier 3
Recreation,,2021-08-01T00:00:00.000,Brooklyn,Park,Cooper Park,Godzilla vs Kong (2021),Community Based Event,Mobile Unit,70.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-07-30T00:30:00.000,Brooklyn,Park,Herbert Von King Park,Love and Basketball (2000),Community Based Event,Mobile Unit,0.0,"Adults, Young Adult",Sharepoint,M.U.T.S
Public Programs,Movie Under the Stars,2021-07-30T04:00:00.000,Staten Island,Other,Timoshenko Soccer FIeld,Tenet,Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,Movies
Recreation,,2021-07-31T00:00:00.000,Brooklyn,Park,Sunset Park,Feel the Noise (2007),Community Based Event,Mobile Unit,15.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-03T19:00:00.000,Bronx,Pool,Mullaly Park Pool,Cool Pool,Agency Produced Event,Nature,8.0,"Children, Young Adult, Adults, Teens, General Public",Sharepoint,Cool Pools
Public Programs,Movies Under the Stars,2021-07-31T04:00:00.000,Staten Island,Park,Lemon Creek Park,Tom and Jerry,Community Based Event,Mobile Unit,135.0,General Public,Sharepoint,Movies
Recreation,,2021-08-03T17:00:00.000,Bronx,Other,489 East 169th Street,Borough-Wide Special Event (With NYPD),Community Based Event,Mobile Unit,170.0,General Public,Sharepoint,Play
Recreation,NYPD 52nd PCT,2021-08-03T19:00:00.000,Bronx,Park,Poe Park,NYPD -  NATIONAL NIGHT OUT,Community Based Event,Family Festival,200.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,Play
Recreation,,2021-07-21T15:00:00.000,Staten Island,Recreation Center,Greenbelt Recreation Center,Puppet Time Show,Agency Produced Event,Arts/Culture,55.0,"Tot, Children, General Public",Sharepoint,AC&F
Recreation,Arts Student League,2021-07-22T16:00:00.000,Staten Island,Playground,Rev. Dr. Maggie Howard,Watercolor Workshop,Agency Produced Event,Arts/Culture,16.0,"Children, Young Adult, Adults, Teens, General Public",Sharepoint,AC&F
Recreation,Poe Park Visitor Center,2021-08-03T15:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,KIM,11.0,"Children, Teens",Sharepoint,
Recreation,,2021-08-03T19:30:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Summer Olympics,Community Based Event,Fitness,42.0,"Children, Tot",Sharepoint,
Recreation,Arts Student League,2021-07-28T19:00:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Watercolor Workshop,Agency Produced Event,Arts/Culture,12.0,"Children, Young Adult, Teens, Adults, Seniors, General Public",Sharepoint,AC&F
Urban Park Rangers,General Public,2021-08-02T19:00:00.000,Brooklyn,Pool,Howard Pool,Stickin 2 Bugz II: Just Stickening,Agency Produced Event,Nature,11.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-08-01T00:30:00.000,Queens,Playground,Astoria Health Playground,Onward (2020),Community Based Event,Mobile Unit,155.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-07-31T00:30:00.000,Queens,Playground,Frederick B. Judge Playground,Godzilla vs Kong (2021),Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-03T20:00:00.000,Staten Island,Park,Midland Beach,National Night Out,Community Based Event,Family Festival,703.0,General Public,Sharepoint,
Urban Park Rangers,General Public,2021-07-29T19:00:00.000,Bronx,Pool,Claremont,Cool Pools,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-07-30T00:30:00.000,Queens,Playground,Gorman Playground,Sonic the Hedgehog (2020),Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,M.U.T.S
Recreation,NYPD,2021-08-04T00:30:00.000,Queens,Park,Beach 17th Street,Scoob! (2020),Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,M.U.T.S
Recreation,ACF Art Students League,2021-08-04T18:00:00.000,Bronx,Park,Pelham Bay Park,ACF Watercolor Workshop,Agency Produced Event,Arts/Culture,11.0,General Public,Sharepoint,AC&F
Recreation,,2021-08-03T19:00:00.000,Queens,Park,Beach 17th Street,National Night Out,Community Based Event,Mobile Unit,30.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-07-22T19:00:00.000,Manhattan,Pool,Wagner,Chalk and Turtles,Community Based Event,Nature,20.0,"Tot, Young Adult, Children",Sharepoint,Cool Pools
Recreation,,2021-08-04T18:30:00.000,Bronx,Playground,Poe Park,Pop-up Event,Community Based Event,Mobile Unit,15.0,General Public,Sharepoint,Play
Recreation,43rd Precinct National Night Out,2021-08-03T18:00:00.000,Bronx,Other,Soundview,National Night Out,Community Based Event,Arts/Culture,300.0,General Public,Sharepoint,Play
Recreation,PS 107,2021-08-04T14:00:00.000,Bronx,Park,Soundview Park,Monologues/Theater for Kids,Agency Produced Event,Arts/Culture,17.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2021-07-30T04:00:00.000,Staten Island,Pool,Tottenville,Stick Bugs,Community Based Event,Nature,6.0,Children,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-29T19:00:00.000,Queens,Pool,Liberty,Urban Wildlife,Community Based Event,Nature,0.0,Children,Sharepoint,Cool Pools
Recreation,,2021-08-04T15:00:00.000,Queens,Park,Astoria Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,11.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-08-05T19:00:00.000,Bronx,Pool,Mapes,Meet Your Neighbors,Agency Produced Event,Nature,16.0,"Children, Adults, Teens",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-29T04:00:00.000,Bronx,Pool,Van Cortlandt,Caterpillar Filler,Community Based Event,Nature,0.0,Children,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-29T19:00:00.000,Manhattan,Pool,Dry Dock,Urban Widlife,Community Based Event,Nature,20.0,Children,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-07-30T04:00:00.000,Queens,Pool,Fisher Pool,Backyard Bass,Community Based Event,Nature,18.0,"Children, Young Adult",Sharepoint,Cool Pools
Recreation,,2021-08-05T15:00:00.000,Queens,Playground,Beach 59th St Playground,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,16.0,General Public,Sharepoint,Play
Recreation,,2021-08-05T15:00:00.000,Bronx,Pool,Claremont,POP UP EVENT,Community Based Event,Mobile Unit,8.0,General Public,Sharepoint,Play
Recreation,ADAPT Community Network,2021-08-06T14:30:00.000,Bronx,Park,Poe Park,Special Express Writers,Agency Produced Event,Arts/Culture,12.0,Adaptive,Sharepoint,Summer 2020
Public Programs,N/A,2021-07-09T13:00:00.000,Bronx,Park,Barretto Point Park,Movies Under the Stars - Jumanji: The Next Level,Community Based Event,Mobile Unit,55.0,"Young Adult, Children, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Public Programs,N/A,2021-08-05T01:00:00.000,Bronx,Playground,Merriam Playground,Movies Under the Stars - Scoob!,Community Based Event,Mobile Unit,40.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Public Programs,N/A,2021-08-06T01:00:00.000,Bronx,Park,Pelham Bay Park,Movies Under the Stars - Spiderman: Into the SpiderVerse,Community Based Event,Mobile Unit,185.0,"Children, Young Adult, Adults, Teens",Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-06T18:45:00.000,Staten Island,Pool,West Brighton,Animals you can find in the park,Agency Produced Event,Nature,2.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-08-06T14:00:00.000,Queens,Park,Crocheron Park,Mobile Unit Pop- Up,Community Based Event,Mobile Unit,7.0,General Public,Sharepoint,Play
Recreation,,2021-08-07T15:00:00.000,Bronx,Other,Orchard Beach,Beach Games Event,Community Based Event,Mobile Unit,40.0,General Public,Sharepoint,Play
Recreation,Ivan Velez,2021-08-06T16:00:00.000,Bronx,Park,Hunts Point Riverside Park,Comics Culture Planet Bronx,Agency Produced Event,Arts/Culture,16.0,Children,Sharepoint,Play
Recreation,art< culture & fun,2021-08-06T18:00:00.000,Bronx,Playground,Mullaly's Skate Park,ACF ART WORKSHOP,Local Event,Arts/Culture,10.0,"Children, Adults",Sharepoint,AC&F
Urban Park Rangers,General Public,2021-08-06T19:00:00.000,Queens,Pool,Fisher Pool,Cool Pools,Agency Produced Event,Nature,9.0,"Children, Young Adult, Adults",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-05T19:00:00.000,Manhattan,Pool,Wagner,Ocean Life,Agency Produced Event,Nature,17.0,"General Public, Children, Teens",Sharepoint,Cool Pools
Recreation,art< culture & fun,2021-08-04T19:30:00.000,Bronx,Playground,Ben Abrams Playground,ACF ART WORKSHOP,Local Event,Arts/Culture,35.0,Children,Sharepoint,AC&F
Recreation,art< culture & fun,2021-08-04T19:30:00.000,Bronx,Playground,Ben Abrams Playground,ACF ART WORKSHOP,Local Event,Arts/Culture,35.0,Children,Sharepoint,AC&F
Recreation,MOME,2021-08-06T01:00:00.000,Manhattan,Playground,Samuel N. Bennerson 2nd Playground,Movies Under The Stars: The Goonies,Community Based Event,Mobile Unit,95.0,General Public,Sharepoint,M.U.T.S
Recreation,Poe Park Visitor Center,2021-08-04T15:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,Academic/Out of School time,13.0,Children,Sharepoint,Play
Public Programs,,2021-08-07T01:00:00.000,Bronx,Park,Concrete Plant Park,Movies Under the Stars - Grease,Community Based Event,Mobile Unit,45.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Recreation,NEQ Administrator,2021-08-07T00:30:00.000,Queens,Park,Crocheron Park,Toy Story 4 (2019),Community Based Event,Mobile Unit,145.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-05T19:00:00.000,Queens,Pool,Liberty,Cool Pools,Agency Produced Event,Nature,14.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-08-08T00:30:00.000,Queens,Park,Bowne Park,The Croods: A New Age (2020),Community Based Event,Mobile Unit,85.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-09T18:45:00.000,Staten Island,Pool,West Brighton,Wooo goes there?,Agency Produced Event,Nature,12.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-08-06T00:30:00.000,Queens,Playground,Corona Golf Playground,Tom & Jerry (2021),Community Based Event,Mobile Unit,80.0,General Public,Sharepoint,M.U.T.S
Recreation,MOME,2021-08-07T01:00:00.000,Manhattan,Other,William F. Passannante Ballfield,Movies Under The Stars: Love and Monsters,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-09T19:00:00.000,Manhattan,Playground,Dr. Ronald E. McNair Playground,ACF Drawing Workshop,Community Based Event,Arts/Culture,9.0,General Public,Sharepoint,AC&F
Recreation,MOME,2021-08-08T01:00:00.000,Manhattan,Playground,Moore Playground,Movies Under The Stars: Deep Blue Sea,Community Based Event,Mobile Unit,35.0,General Public,Sharepoint,M.U.T.S
Aquatics,,2021-08-10T19:00:00.000,Brooklyn,Pool,Bushwick Pool,Cool Pools,Agency Produced Event,Nature,3.0,General Public,Sharepoint,Cool Pools
Recreation,Poe Park Visitor Center,2021-08-10T14:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,Academic/Out of School time,150.0,"Tot, Children",Sharepoint,Play
Recreation,,2021-08-07T17:00:00.000,Queens,Playground,Torsney Playground,Family day,Community Based Event,Family Festival,70.0,Children,Sharepoint,Play
Recreation,,2021-07-24T17:00:00.000,Queens,Playground,Hoover - Manton Playgrounds,,Community Based Event,Family Festival,120.0,Children,Sharepoint,
Recreation,Poe Park Visitor Center,2021-08-10T17:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,Academic/Out of School time,20.0,Children,Sharepoint,Play
Recreation,,2021-08-03T21:00:00.000,Queens,Playground,Beach 17 Playground,National Night Out,Community Based Event,KIM,50.0,Children,Sharepoint,Fitness
Recreation,,2021-08-03T21:00:00.000,Queens,Park,MacDonald Park,National Night Out,Community Based Event,KIM,30.0,Children,Sharepoint,Fitness
Recreation,,2021-08-03T21:00:00.000,Queens,Park,Juniper Valley Park,National Night Out,Community Based Event,KIM,200.0,Children,Sharepoint,Fitness
Recreation,,2021-07-25T17:00:00.000,Queens,Playground,Pomonok Playground,,Community Based Event,Family Festival,80.0,Children,Sharepoint,
Recreation,,2021-07-25T17:00:00.000,Queens,Playground,Pomonok Playground,,Community Based Event,Family Festival,80.0,Children,Sharepoint,Play
Recreation,,2021-08-03T20:00:00.000,Queens,Playground,North Rochdale Playground,National Night Out,Community Based Event,Family Festival,200.0,Children,Sharepoint,Play
Recreation,,2021-07-30T15:00:00.000,Queens,Park,St. Albans Park,Fitness Fridays (Fitness Mobile),Community Based Event,Fitness,30.0,"Young Adult, Adults, Teens, Seniors, General Public",Sharepoint,Fitness
Recreation,,2021-08-09T15:00:00.000,Queens,Recreation Center,A.R.R.O.W. Field House,Puppet Time,Community Based Event,Arts/Culture,35.0,Children,Sharepoint,AC&F
Recreation,,2021-07-16T15:00:00.000,Queens,Park,St. Albans Park,Fitness Fridays (Fitness Mobile),Community Based Event,Fitness,25.0,"Adults, General Public, Seniors, Young Adult",Sharepoint,Play
Recreation,,2021-07-23T15:00:00.000,Queens,Park,St. Albans Park,Fitness Fridays (Fitness Mobile),Community Based Event,Fitness,25.0,"Young Adult, Teens, Seniors, General Public",Sharepoint,Fitness
Recreation,,2021-08-10T14:00:00.000,Queens,Park,Alley Pond Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-08-10T19:00:00.000,Bronx,Pool,Haffen Park,Woodland Friends,Agency Produced Event,Nature,9.0,General Public,Sharepoint,Cool Pools
Recreation,PS 107 Summer Rising,2021-08-11T14:00:00.000,Bronx,Park,Soundview Park,Monologues/Theater Games for Kids,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,Summer 2020
Recreation,,2021-08-07T17:00:00.000,Queens,Park,Captain Tilly Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,20.0,General Public,Sharepoint,Play
Recreation,,2021-08-06T00:30:00.000,Brooklyn,Park,Owl's Head Park,Raiders of the Lost Ark (1981),Community Based Event,Mobile Unit,80.0,"Adults, Teens, Seniors",Sharepoint,M.U.T.S
Recreation,,2021-08-10T15:00:00.000,Bronx,Pool,Mullalys Pool,POP UP EVENT,Community Based Event,Mobile Unit,32.0,General Public,Sharepoint,Play
Recreation,,2021-08-05T00:30:00.000,Brooklyn,Playground,Cypress Hills Playground,Sonic the Hedgehog (2020),Community Based Event,Mobile Unit,20.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-04T00:30:00.000,Brooklyn,Park,Cadman Plaza Park,Captain Marvel (2019),Community Based Event,Mobile Unit,80.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-09T00:30:00.000,Brooklyn,Playground,Herman Dolgon Playground,LEGO DC: Shazam (2020),Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-07T00:30:00.000,Brooklyn,Park,Commodore Barry Park,Hip Hop Film Festival presents Pursuit of Greatness (2021),Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-08T00:30:00.000,Brooklyn,Park,Dyker Beach Park,Raya and the Last Dragon (2021),Community Based Event,Mobile Unit,250.0,General Public,Sharepoint,M.U.T.S
Recreation,art< culture & fun,2021-08-11T19:30:00.000,Bronx,Playground,Ben Abrams Playground,ACF ART WORKSHOP,Community Based Event,Arts/Culture,0.0,General Public,Sharepoint,AC&F
Recreation,ACF Art Students League,2021-08-11T18:00:00.000,Bronx,Playground,Playground for All Children,ACF Watercolor Workshop,Agency Produced Event,Arts/Culture,0.0,General Public,Sharepoint,AC&F
Recreation,,2021-08-11T15:00:00.000,Bronx,Playground,Macombs Dam Playground,POP UP SITE,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Play
Recreation,Poe Park Visitor Center,2021-08-11T17:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,Academic/Out of School time,0.0,"Children, Tot",Sharepoint,Play
Public Programs,Movies under the stars,2021-08-04T01:00:00.000,Staten Island,Park,Conference House Park,Trolls world tour,Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,Movies
Public Programs,Movies under the stars,2021-08-06T00:30:00.000,Staten Island,Park,Westerleigh Park,Scoob!,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,Movies
Recreation,Poe Park Visitor Center,2021-08-11T15:00:00.000,Bronx,Playground,Poe Park Visitor Center,Summer Programming,Local Event,Academic/Out of School time,8.0,"Tot, Children",Sharepoint,Play
Urban Park Rangers,General Public,2021-08-11T18:45:00.000,Manhattan,Pool,Dry Dock,Stick-Stick and Cheese,Community Based Event,Nature,15.0,General Public,Sharepoint,Cool Pools
Public Programs,movies under the stars,2021-08-08T00:30:00.000,Staten Island,Park,Wolfe's Pond Park,Raiders of the lost ark,Community Based Event,Mobile Unit,46.0,General Public,Sharepoint,Movies
Public Programs,movies under the stars,2021-08-07T00:30:00.000,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Onward,Community Based Event,Mobile Unit,105.0,General Public,Sharepoint,Movies
Recreation,,2021-08-11T15:00:00.000,Queens,Park,Beach 17th Street,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,8.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-08-12T19:00:00.000,Queens,Pool,Liberty,Cool Pools,Agency Produced Event,Nature,13.0,"Children, Young Adult, Adults, Teens",Sharepoint,Cool Pools
Recreation,,2021-08-12T15:00:00.000,Queens,Playground,Junction Playground,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,17.0,General Public,Sharepoint,Play
Public Programs,CM Salamanca,2021-08-11T01:00:00.000,Bronx,Playground,Yolanda Garcia Playground,Movies Under the Stars - The Croods: A New Age,Community Based Event,Mobile Unit,0.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,M.U.T.S
Recreation,,2021-08-12T15:00:00.000,Bronx,Playground,Pelham Bay Park,POP UP EVENT,Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,Play
Public Programs,CM Gibson,2021-08-12T01:00:00.000,Bronx,Park,Macombs Dam Park,Movies Under the Stars - Wonder Woman 1984,Community Based Event,Mobile Unit,0.0,"Children, Young Adult, Adults, Teens, Adaptive",Sharepoint,Tier 3
Public Programs,Ocean Breeze Green Team,2021-08-07T13:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Day,Community Based Event,Family Festival,15.0,"Teens, Young Adult, General Public",Sharepoint,
Urban Park Rangers,,2021-08-12T19:00:00.000,Brooklyn,Pool,Douglas and Degraw,Stick Bugs at the Pool,Agency Produced Event,Nature,13.0,"Children, Tot, Young Adult, Adults, Teens",Sharepoint,Cool Pools
Public Programs,Ocean Breeze Green Team,2021-07-24T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,25.0,"Young Adult, Adults, Teens, General Public",Sharepoint,
Public Programs,,2021-08-07T14:00:00.000,Staten Island,Recreation Center,Ocean Breeze Athletic Complex Parking Lot # 5,Ocean Breeze Summer Car Food Festival,Community Based Event,Family Festival,550.0,General Public,Sharepoint,
Public Programs,Ocean Breeze Green Team,2021-05-15T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,50.0,"Children, Young Adult, Adults, Teens, Adaptive, General Public",Sharepoint,
Recreation,Arts Culture Fun and Art Students League,2021-08-13T19:00:00.000,Bronx,Park,Mullaly Park,ACF Watercolor Workshop with Kenneth Fitzpatrick,Agency Produced Event,Arts/Culture,0.0,General Public,Sharepoint,AC&F
